split,id,reason,question,answer_text,answer_start
validation,0009-0014-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hành động của Mitterrand nhằm đối đối với Charles de Gaulle được thông qua khi nào?,ngày 4 tháng 10 năm 1958,481
validation,0009-0017-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nhờ gì mà Mitterrand có thể trở lại Quốc hội?,PCF và SFIO,79
validation,0009-0029-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mitterrand muốn duy trì quyền lực của Paris tại lục địa nào?,châu Phi,215
validation,0010-0007-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao ở nhiều nước người ta hay chọn bồ câu là lọai gia cầm để nuôi?,"Nuôi chim bồ câu không đòi hỏi kỹ thuật chăm sóc, chi phí cao mà hiệu quả nhan",86
validation,0010-0007-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự khác biệt về độ phụ thuộc ánh sáng giữa sự đẻ trúng và sự ấp trứng là gì?,ự đẻ trứng chỉ phụ thuộc vào một phần ánh sáng nhưng sự ấp trứng lại phụ thuộc chặt chẽ vào yếu tố ánh sáng,510
validation,0011-0004-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lĩnh vực nghiên cứu nào được đảm nhận bởi những tổ chức hàn lâm ở châu Âu như Trung tâm nghiên cứu Ấn Độ tại Đại họ Oxford?,"lĩnh vực nghiên cứu cho nhiều tín đồ sùng đạo, các triết gia, các nhà thông thá",347
validation,0012-0004-0009,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vợ chồng ông có bao nhiêu người con?,bốn con,477
validation,0012-0017-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ngòai việc tẩy chay sản phẩm của Anh, Gandhi còn kêu gọi mọi người làm gì?","tẩy chay các cơ quan giáo dục và pháp tòa Anh, từ chức không làm cho chính quyền, từ chối không đóng thuế và hủy bỏ những danh hiệu, huy chương An",76
validation,0012-0029-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Bao nhiêu lần Quốc hội không nghe lời Gandhi?,ít,369
validation,0012-0031-0010,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lý do mà Liên minh Hồi giáo muốn phân chia Ấn Độ là gì?,thiểu số người Hồi giáo sẽ bị bức áp một cách có hệ thống,278
validation,0013-0002-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao trong khỏang từ năm 1629 đến năm 1640 vua Charles đã trị vì mà không triệu tập quốc hội?,ng đã giải tán quốc hội thứ ba năm 1629,593
validation,0013-0004-0008,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Vào năm 1642, để không mất đi uy quyền nhà vua Charles I đã làm gì?","Năm 1642, ông đã nổi giận, dẫn một tóan binh sĩ trang bị đầy đủ khí giới, xông vào Tòa Nhà Quốc hội để bắt 5 dân biểu hàng đầu, thường tỏ ra chống đối Charles I",600
validation,0015-0003-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nền văn hóa Okunev tại Mông Cổ đã xuất hiện trong khỏang thời gian nào?,hiên niên kỷ 2 TCN,614
validation,0015-0003-0006,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Khác với thời đại đồ đồng đá và đồ đồng, người Mông Cổ thời đại đồ sắt có thêm sinh họat nào của phát triển mạnh?",gia công kim,538
validation,0016-0002-0008,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Vào năm 1642, ai là người thành lập ra một làng thuộc Montréal ngày nay?",aul de Chomedey de Maisonneuve và Jeanne Mance,226
validation,0016-0003-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Montréal là một thành phố quan trọng dối với Bắc Mỹ nói riêng và thế giới nói chung về những phương diện nào?,"hương mại, kỹ nghệ, đầu tư, chính trị, du lịch và nhất là về các họat động văn hóa",106
validation,0017-0006-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Roosevelt gặp điều gì khó khăn khi quyết định kết hôn với Eleanor?,sự chống đối quyết liệt của mẹ FDR,47
validation,0017-0016-0008,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những đồng minh của Roosevelt trong liên minh tòan quốc bao gồm những ai?,"trùm báo chí William Randolph Hearst, lãnh tụ cộng đồng Ái Nhĩ Lan Joseph P. Kennedy và nhà lãnh đạo tiểu bang California William G",508
validation,0019-0006-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đường kinh độ nào là ranh giới giữa Texas và New México?,kinh độ 103°T,520
validation,0019-0015-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Cuối năm 1835 trận đánh nào ở Texas đã phát triển thành xung đột vũ trang?,trận Gonzales,280
